movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Contact,11/7/97,"Drama,Mystery,Sci-Fi",150,Robert Zemeckis,"producer,writer,director",1952,alive,7.5,278382,6.786115387,90000000,100920329,165900000
The Magnificent Seven,12/9/16,"Action,Adventure,Western",132,Antoine Fuqua,"director,producer,actor",1965,alive,6.8,214911,6.010975058084203,90000000,93432655,162122642
Alvin and the Chipmunks: The Road Chip,18/12/15,"Adventure,Animation,Comedy",92,Walt Becker,"director,producer,writer",1968,alive,4.9,20484,3.4471770615338486,90000000,85886987,249517956
Atlantis: The Lost Empire,8/6/01,"Action,Adventure,Animation",95,-,-,-,-,6.9,123163,5.818683767684374,90000000,84052762,186049020
Valkyrie,25/12/08,"Drama,History,Thriller",121,Bryan Singer,"producer,director,actor",1965,alive,7.1,247826,6.356422232714215,90000000,83107829,203932174
Pixels,16/7/15,"Action,Comedy,Fantasy",105,Chris Columbus,"producer,writer,director",1958,alive,5.6,147415,4.771630522033701,90000000,78765986,244041804
The Haunted Mansion,26/11/03,"Comedy,Family,Fantasy",99,Rob Minkoff,"producer,director,animation_department",1962,alive,5.1,50635,3.932844401866747,90000000,75817994,155750628
Hollow Man,4/8/00,"Action,Horror,Sci-Fi",112,Paul Verhoeven,"director,producer,writer",1938,alive,5.8,133178,4.903412606459888,90000000,73209340,191200000
The Interpreter,22/4/05,"Crime,Mystery,Thriller",128,Sydney Pollack,"director,producer,actor",1934,2008,6.4,108526,5.3279118980540074,90000000,72708161,162753837
Percy Jackson: Sea of Monsters,7/8/13,"Adventure,Family,Fantasy",106,Thor Freudenthal,"director,writer,producer",1972,alive,5.7,120102,4.773257390179932,90000000,68559554,200859554
Now You See Me 2,27/5/16,"Action,Adventure,Comedy",129,Jon M. Chu,"producer,writer,director",1979,alive,6.4,295813,5.800081661495277,90000000,65075540,328325007
Spy Game,21/11/01,"Action,Crime,Thriller",126,Tony Scott,"producer,director,actor",1944,2012,7,159301,6.037432397599646,90000000,62362560,143049560
The Saint,4/4/97,"Action,Adventure,Romance",116,Phillip Noyce,"producer,director,writer",1950,alive,6.2,69781,4.955839491446427,90000000,61363304,169400000
Mission to Mars,10/3/00,"Adventure,Sci-Fi,Thriller",114,Brian De Palma,"director,writer,producer",1940,alive,5.6,74305,4.489366167440817,90000000,60874615,106000000
Tomb Raider,6/3/18,"Action,Adventure,Fantasy",119,Roar Uthaug,"director,writer,assistant_director",1973,alive,6.3,217013,5.563809894034954,90000000,58250803,273477501
Bicentennial Man,17/12/99,"Drama,Sci-Fi",132,Chris Columbus,"producer,writer,director",1958,alive,6.9,119354,5.802735466383045,90000000,58220776,87420776
King Arthur,7/7/04,"Action,Adventure,Drama",126,Antoine Fuqua,"director,producer,actor",1965,alive,6.3,170195,5.45116802,90000000,51877963,203653524
Volcano,25/4/97,"Action,Drama,Sci-Fi",104,Mick Jackson,"director,producer,miscellaneous",1943,alive,5.5,78079,4.426893003782498,90000000,47546796,120100000
Death on the Nile,9/2/22,"Crime,Drama,Mystery",127,Kenneth Branagh,"actor,producer,director",1960,alive,6.3,154365,5.405916618,90000000,45630104,130298184
The Devil's Own,26/3/97,"Action,Crime,Drama",111,Alan J. Pakula,"producer,director,writer",1928,1998,6.2,67368,4.939786276346007,90000000,42885593,140900000
K-19: The Widowmaker,19/7/02,"Drama,History,Thriller",138,Kathryn Bigelow,"director,producer,writer",1951,alive,6.7,64518,5.327479168021242,90000000,35168966,65716126
Conan the Barbarian,19/8/11,"Action,Adventure,Fantasy",113,Marcus Nispel,"director,producer,writer",1963,alive,5.1,100151,4.188766818,90000000,21295021,63356133
The Three Musketeers,21/10/11,"Action,Adventure,Fantasy",110,Paul W.S. Anderson,"writer,director,producer",1965,alive,5.7,109006,4.732603529413204,90000000,20377913,139877913
The Promise,21/4/17,Comedy,115,-,-,-,-,8.8,61,2.5298010364884522,90000000,8224288,10551417
The Promise,21/4/17,"Drama,Horror,Thriller",114,Sophon Sakdaphisit,"writer,director,assistant_director",\N,alive,5.9,1206,2.9480894310520616,90000000,8224288,10551417
Twister,10/5/96,"Action,Adventure,Thriller",113,Jan de Bont,"cinematographer,camera_department,producer",1943,alive,6.4,199600,5.614831511,88000000,241688385,495700000
Cinderella Man,3/6/05,"Biography,Drama,Romance",144,Ron Howard,"producer,actor,writer",1954,alive,8,190032,7.022582839440722,88000000,61649911,105021488
The Predator,11/9/18,"Action,Adventure,Sci-Fi",107,Shane Black,"writer,actor,director",1961,alive,5.3,135767,4.476847968601361,88000000,51024708,159487563
Fantastic Four,8/7/05,"Action,Adventure,Fantasy",106,Tim Story,"director,producer,actor",1970,alive,5.7,333108,5.201075587798401,87500000,154696080,333132750
Hannibal,9/2/01,"Crime,Drama,Thriller",131,Ridley Scott,"producer,director,production_designer",1937,alive,6.8,278702,6.1410153659266395,87000000,165092266,350100280
Seabiscuit,25/7/03,"Drama,History,Sport",140,Gary Ross,"writer,producer,director",1956,alive,7.3,74250,5.891831245657045,86000000,120277854,148715342
Bullet Train,14/7/22,"Action,Comedy,Thriller",127,David Leitch,"stunts,producer,actor",\N,alive,7.3,281277,6.607193518609165,85900000,103368602,238875556
Cast Away,22/12/00,"Adventure,Drama,Romance",143,Robert Zemeckis,"producer,writer,director",1952,alive,7.8,598767,7.502359790256152,85000000,233632142,427230516
Happy Feet,17/11/06,"Adventure,Animation,Comedy",108,-,-,-,-,6.4,189421,5.590184058945638,85000000,198000317,385000315
Ocean's Eleven,7/12/01,"Crime,Thriller",116,Steven Soderbergh,"producer,director,cinematographer",1963,alive,7.7,581656,7.388060034308527,85000000,183417150,450728529
The Bourne Supremacy,23/7/04,"Action,Mystery,Thriller",108,Paul Greengrass,"director,producer,writer",1955,alive,7.7,467931,7.264807078256479,85000000,176087450,311001124
Air Force One,25/7/97,"Action,Drama,Thriller",124,Wolfgang Petersen,"director,writer,producer",1941,2022,6.5,199707,5.704879380711962,85000000,172956409,315268353
Sing 2,1/12/21,"Adventure,Animation,Comedy",110,-,-,-,-,7.4,71413,5.953136312333084,85000000,162790990,404655292
Fast & Furious,2/4/09,"Action,Crime,Thriller",107,Justin Lin,"producer,director,writer",1971,alive,6.5,291141,5.885154302,85000000,155064265,359347833
Elvis,22/6/22,"Biography,Drama,Music",159,Baz Luhrmann,"writer,producer,director",1962,alive,7.4,173286,6.435776426630726,85000000,151040048,280902658
Divergent,21/3/14,"Action,Adventure,Mystery",139,Neil Burger,"producer,director,writer",1963,alive,6.6,465426,6.205538250677676,85000000,150947895,276014965
Hotel Transylvania,27/9/12,"Adventure,Animation,Comedy",91,Genndy Tartakovsky,"producer,writer,director",1970,alive,7,260435,6.290597296528807,85000000,148313048,378119469
Shazam!,3/4/19,"Action,Adventure,Comedy",132,David F. Sandberg,"director,writer,producer",1981,alive,7,344655,6.434902654732012,85000000,140371656,363563907
Enchanted,21/11/07,"Adventure,Animation,Comedy",107,Kevin Lima,"animation_department,director,producer",1962,alive,7.1,207982,6.264861336293002,85000000,127706877,340384141
Safe House,8/2/12,"Action,Thriller",115,Daniel Espinosa,"director,producer,writer",1977,alive,6.7,225687,5.9447574857221035,85000000,126181630,207884401
Ocean's Thirteen,8/6/07,"Crime,Thriller",122,Steven Soderbergh,"producer,director,cinematographer",1963,alive,6.9,351563,6.351166884398763,85000000,117144465,311744465
Enemy of the State,20/11/98,"Action,Thriller",132,Tony Scott,"producer,director,actor",1944,2012,7.3,247652,6.538812637561553,85000000,111549836,250649836
Open Season,29/9/06,"Adventure,Animation,Comedy",86,-,-,-,-,6.1,98829,5.029978699,85000000,85105259,191932158
Tower Heist,4/11/11,"Action,Comedy,Crime",104,Brett Ratner,"producer,director,music_department",1969,alive,6.2,146364,5.293737275676471,85000000,78046570,150422946
102 Dalmatians,22/11/00,"Adventure,Comedy,Family",100,Kevin Lima,"animation_department,director,producer",1962,alive,4.8,38163,3.593880465624579,85000000,66941559,66941559
Mirror Mirror,15/3/12,"Adventure,Comedy,Drama",106,Tarsem Singh,"director,producer,soundtrack",1961,alive,5.6,88723,4.562434266892944,85000000,64935167,173613482
The Holiday,8/12/06,"Comedy,Romance",136,Nancy Meyers,"writer,producer,director",1949,alive,6.9,297710,6.2667573702601045,85000000,63280000,204920447
The Fast and the Furious: Tokyo Drift,15/6/06,"Action,Crime,Thriller",104,Justin Lin,"producer,director,writer",1971,alive,6,276135,5.398948844658168,85000000,62615510,157794205
Memoirs of a Geisha,9/12/05,"Drama,Romance",145,Rob Marshall,"director,miscellaneous,producer",1960,alive,7.3,152455,6.278236721,85000000,57010853,161510853
Enemy at the Gates,16/3/01,"Action,Drama,War",131,Jean-Jacques Annaud,"director,producer,writer",1943,alive,7.6,265812,6.852518171799156,85000000,51396781,96971293
Last Action Hero,18/6/93,"Action,Adventure,Comedy",130,John McTiernan,"director,producer,writer",1951,alive,6.4,154666,5.494734627053193,85000000,50016394,137298489
The Rundown,26/9/03,"Action,Adventure,Comedy",104,Peter Berg,"producer,actor,writer",1964,alive,6.6,109109,5.501130427876692,85000000,47641743,80831893
Arthur Christmas,11/11/11,"Adventure,Animation,Comedy",97,-,-,-,-,7.1,62579,5.637467747,85000000,46462469,147865565
xXx: Return of Xander Cage,19/1/17,"Action,Adventure,Thriller",107,D.J. Caruso,"director,producer,writer",1965,alive,5.2,93427,4.246894851184483,85000000,44898413,345033359
Meet Joe Black,13/11/98,"Drama,Fantasy,Romance",178,Martin Brest,"director,actor,producer",1951,alive,7.2,246562,6.445097273020496,85000000,44650003,44650003
Cats & Dogs: The Revenge of Kitty Galore,30/7/10,"Action,Adventure,Animation",82,Brad Peyton,"writer,producer,director",1978,alive,4.3,15539,2.9215204144152547,85000000,43585753,113026383
Collateral Damage,8/2/02,"Action,Drama,Thriller",108,Andrew Davis,"director,cinematographer,producer",1946,alive,5.5,75956,4.415737694554166,85000000,40048332,78353508
Showtime,15/3/02,"Action,Comedy,Crime",95,Tom Dey,"director,producer,executive",1965,alive,5.5,63686,4.344440330001942,85000000,37948765,78948765
Judge Dredd,30/6/95,"Action,Crime,Sci-Fi",96,Danny Cannon,"producer,director,writer",1968,alive,5.6,119942,4.6866539850244635,85000000,34687912,113487912
Zodiac,2/3/07,"Crime,Drama,Mystery",157,David Fincher,"producer,director,actor",1962,alive,7.7,549691,7.3560382115782454,85000000,33080084,83080084
The Core,28/3/03,"Action,Adventure,Sci-Fi",135,Jon Amiel,"director,producer,script_department",1948,alive,5.5,102586,4.537358055380373,85000000,31111260,74120792
The Greatest Showman,11/12/17,"Biography,Drama,Musical",105,Michael Gracey,"visual_effects,director,producer",\N,alive,7.5,286676,6.802315733704608,84000000,174340174,431548346
Scooby-Doo,14/6/02,"Adventure,Comedy,Family",89,Raja Gosnell,"editor,director,editorial_department",1958,alive,5.2,116431,4.331110076641565,84000000,153294164,276294164
Nutty Professor II: The Klumps,28/7/00,"Comedy,Romance,Sci-Fi",106,Peter Segal,"director,producer,writer",1962,alive,4.4,51712,3.3817615674545554,84000000,123307945,166307945
RED 2,19/7/13,"Action,Comedy,Crime",116,Dean Parisot,"director,producer,writer",\N,alive,6.6,173565,5.726546249407086,84000000,53262560,141507355
Click,23/6/06,"Comedy,Drama,Fantasy",107,Frank Coraci,"director,actor,writer",1966,alive,6.4,336586,5.860884682564258,82500000,137355633,237685089
Jumper,14/2/08,"Action,Adventure,Sci-Fi",88,Doug Liman,"producer,director,miscellaneous",1965,alive,6.1,310222,5.543368969657365,82500000,80172128,222640812
Hellboy II: The Golden Army,11/7/08,"Action,Adventure,Fantasy",120,Guillermo del Toro,"writer,producer,director",1964,alive,7,275284,6.319155461366954,82500000,75986503,160388063
The Longest Yard,27/5/05,"Comedy,Crime,Sport",113,Peter Segal,"director,producer,writer",1962,alive,6.4,183062,5.574104824014282,82000000,158119460,191558505
The Expendables,13/8/10,"Action,Adventure,Thriller",103,Sylvester Stallone,"actor,writer,producer",1946,alive,6.4,349272,5.878305994136817,82000000,103068524,268268174
The 6th Day,17/11/00,"Action,Mystery,Sci-Fi",123,Roger Spottiswoode,"director,producer,editor",1945,alive,5.9,124042,4.959377699511624,82000000,34543701,96024898
Bruce Almighty,23/5/03,"Comedy,Fantasy",101,Tom Shadyac,"producer,director,actor",1958,alive,6.8,409732,6.333815171085342,81000000,242704995,484468608
The Hunger Games,8/3/12,"Action,Adventure,Sci-Fi",142,Gary Ross,"writer,producer,director",1956,alive,7.2,925819,7.145978795483501,80000000,408010692,677923379
Minions: The Rise of Gru,16/6/22,"Adventure,Animation,Comedy",87,-,-,-,-,6.6,67324,5.266669993752238,80000000,369695210,940270567
The Hangover Part II,26/5/11,Comedy,102,Todd Phillips,"producer,director,writer",1970,alive,6.5,506073,6.149559369293584,80000000,254464305,586764305
Mission: Impossible,21/5/96,"Action,Adventure,Thriller",110,Brian De Palma,"director,writer,producer",1940,alive,7.1,432063,6.646786068934025,80000000,180981886,457697994
The Lego Batman Movie,2/2/17,"Action,Adventure,Animation",104,Chris McKay,"director,producer,editor",1973,alive,7.3,155229,6.2879216623238365,80000000,175750384,310563096
Hotel Transylvania 2,23/9/15,"Adventure,Animation,Comedy",89,Genndy Tartakovsky,"producer,writer,director",1970,alive,6.6,130919,5.589621216,80000000,169700110,469747882
Batman Returns,18/6/92,"Action,Crime,Fantasy",126,Tim Burton,"producer,miscellaneous,director",1958,alive,7.1,309631,6.472733137690769,80000000,162833635,266824291
The Secret Life of Pets 2,24/5/19,"Adventure,Animation,Comedy",86,-,-,-,-,6.4,63780,5.077615249177222,80000000,158874395,446109612
The Mummy,7/5/99,"Action,Adventure,Fantasy",124,Stephen Sommers,"producer,writer,director",1962,alive,7.1,435783,6.6512644611214755,80000000,155385488,416385488
Over the Hedge,19/5/06,"Adventure,Animation,Comedy",83,-,-,-,-,6.7,178407,5.828873256882328,80000000,155019340,343397247
Lilo & Stitch,21/6/02,"Adventure,Animation,Comedy",85,-,-,-,-,7.3,194821,6.4099394954181275,80000000,145771527,245799997
Deep Impact,8/5/98,"Action,Drama,Sci-Fi",120,Mimi Leder,"producer,director,script_department",1952,alive,6.2,181150,5.3910048960683055,80000000,140464664,349464664
Grown Ups 2,12/7/13,Comedy,101,Dennis Dugan,"actor,director,producer",1946,alive,5.3,157626,4.535061341498397,80000000,133668525,247023808
Alvin and the Chipmunks: Chipwrecked,14/12/11,"Adventure,Animation,Comedy",87,Mike Mitchell,"miscellaneous,writer,director",1970,alive,4.3,36528,3.191932604332377,80000000,133107389,349088523
Get Smart,20/6/08,"Action,Adventure,Comedy",110,Peter Segal,"director,producer,writer",1962,alive,6.5,220692,5.752663391148389,80000000,130319208,226739416
Robots,11/3/05,"Adventure,Animation,Comedy",91,-,-,-,-,6.4,150724,5.482577618,80000000,128200012,260636271
Shutter Island,19/2/10,"Mystery,Thriller",138,Martin Scorsese,"producer,director,actor",1942,alive,8.2,1328248,8.374544597069725,80000000,128012934,299461782
Something's Gotta Give,12/12/03,"Comedy,Drama,Romance",128,Nancy Meyers,"writer,producer,director",1949,alive,6.7,123707,5.648377676029735,80000000,124685242,266685242
Four Christmases,26/11/08,"Comedy,Drama,Romance",88,Seth Gordon,"producer,director,miscellaneous",\N,alive,5.7,75575,4.578994831750097,80000000,120146040,168311558
Face/Off,27/6/97,"Action,Crime,Sci-Fi",138,John Woo,"director,producer,writer",1946,alive,7.3,382031,6.771632477987472,80000000,112276146,241199984
Bedtime Stories,25/12/08,"Adventure,Comedy,Family",99,Adam Shankman,"producer,miscellaneous,director",1964,alive,6,96888,4.936602548389258,80000000,110101975,221468935
Road to Perdition,12/7/02,"Crime,Drama,Thriller",117,Sam Mendes,"producer,director,miscellaneous",1965,alive,7.7,271862,6.957167359113253,80000000,104054514,183354514
Daredevil,14/2/03,"Action,Crime",103,Mark Steven Johnson,"writer,director,producer",\N,alive,5.3,222266,4.6690668697024185,80000000,102543518,182782518
Eagle Eye,26/9/08,"Action,Mystery,Thriller",118,D.J. Caruso,"director,producer,writer",1965,alive,6.6,189112,5.7682041705728295,80000000,101440743,180585259
Con Air,6/6/97,"Action,Crime,Thriller",115,Simon West,"producer,director,actor",1961,alive,6.9,303758,6.2769673252099265,80000000,101117573,224117573
Yogi Bear,17/12/10,"Adventure,Animation,Comedy",81,Eric Brevig,"visual_effects,assistant_director,director",1957,alive,4.6,22441,3.2589358897555205,80000000,100246011,204774690
Cold Mountain,25/12/03,"Adventure,Drama,Romance",154,Anthony Minghella,"writer,script_department,miscellaneous",1954,2008,7.2,150694,6.184272980044377,80000000,95632614,165173909
The Book of Eli,15/1/10,"Action,Adventure,Drama",118,-,-,-,-,6.8,322337,6.213787788838092,80000000,94835059,158750817
Flubber,26/11/97,"Comedy,Family,Sci-Fi",93,Les Mayfield,"producer,director,camera_department",\N,alive,5.3,91088,4.321214213666021,80000000,92993801,177993801
The Haunting,23/7/99,"Fantasy,Horror,Mystery",113,Jan de Bont,"cinematographer,camera_department,producer",1943,alive,5,77519,4.009815749441406,80000000,91188905,180188905
Space Jam,15/11/96,"Adventure,Animation,Comedy",88,Joe Pytka,"director,cinematographer,producer",1938,alive,6.5,200605,5.707024999947024,80000000,90463534,250180384
Fury,17/10/14,"Action,Drama,War",134,David Ayer,"writer,producer,director",1968,alive,7.5,499375,7.1085746469606725,80000000,85817906,210315681
Smallfoot,21/9/18,"Adventure,Animation,Comedy",96,-,-,-,-,6.6,40582,5.020865283314864,80000000,83240103,214244195
The Pink Panther,10/2/06,"Adventure,Comedy,Crime",93,Shawn Levy,"producer,director,actor",1968,alive,5.6,88352,4.5607077685625494,80000000,82226474,158926474
Zookeeper,8/7/11,"Comedy,Family,Fantasy",102,Frank Coraci,"director,actor,writer",1966,alive,5.2,62430,4.092659436,80000000,80360866,170805525
The Day the Earth Stood Still,12/12/08,"Adventure,Drama,Sci-Fi",104,Scott Derrickson,"producer,director,writer",1966,alive,5.5,172486,4.747626877714015,80000000,79366978,237370350
Conspiracy Theory,8/8/97,"Action,Mystery,Thriller",135,Richard Donner,"director,producer,actor",1930,2021,6.7,102318,5.554800253059432,80000000,76118990,142783718
Spirit: Stallion of the Cimarron,24/5/02,"Adventure,Animation,Drama",83,-,-,-,-,7.2,78229,5.836969219373169,80000000,73215310,106515310
Swordfish,8/6/01,"Action,Crime,Thriller",99,Dominic Sena,"director,cinematographer,camera_department",1949,alive,6.5,189779,5.680493513725535,80000000,69772969,147080413
The Manchurian Candidate,30/7/04,"Drama,Mystery,Sci-Fi",129,Jonathan Demme,"director,producer,writer",1944,2017,6.6,112322,5.515223561285588,80000000,65948711,96135872
Bewitched,24/6/05,"Comedy,Fantasy,Romance",102,Nora Ephron,"writer,producer,director",1941,2012,4.8,73304,3.824405507832364,80000000,63313159,131159306
The Good Shepherd,22/12/06,"Drama,History,Thriller",167,Robert De Niro,"actor,producer,soundtrack",1943,alive,6.7,104696,5.566126000700202,80000000,59908565,100378271
The Time Machine,8/3/02,"Action,Adventure,Sci-Fi",96,Simon Wells,"art_department,animation_department,director",1961,alive,6,126054,5.052772350751007,80000000,56684819,98983590
What Dreams May Come,2/10/98,"Drama,Fantasy,Romance",113,Vincent Ward,"director,writer,actor",1956,alive,6.9,110270,5.762547457191529,80000000,55485043,71485043
Mighty Joe Young,25/12/98,"Action,Adventure,Family",114,Ron Underwood,"director,writer,producer",1953,alive,5.7,29688,4.187135267333989,80000000,50632037,50632037
Ad Astra,19/9/19,"Adventure,Drama,Mystery",123,James Gray,"director,writer,producer",1969,alive,6.5,239963,5.792699900106939,80000000,50188370,135406280
The Legend of Zorro,28/10/05,"Action,Adventure,Romance",129,Martin Campbell,"director,producer,actor",1943,alive,5.9,103660,4.881456297453147,80000000,45575336,141475336
Little Nicky,10/11/00,"Comedy,Fantasy",90,Steven Brill,"writer,actor,producer",1962,alive,5.3,107521,4.385891032584539,80000000,39442871,58270391
Surrogates,25/9/09,"Action,Sci-Fi,Thriller",89,Jonathan Mostow,"director,producer,writer",1961,alive,6.3,176544,5.468144692469858,80000000,38577772,119668350
Evolution,8/6/01,"Comedy,Sci-Fi",101,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.1,130755,5.155615460080752,80000000,38311134,98341932
The Brothers Grimm,26/8/05,"Action,Adventure,Comedy",118,Terry Gilliam,"writer,actor,animation_department",1940,alive,5.9,122884,4.955306168240611,80000000,37899638,105299638
Mars Attacks!,13/12/96,"Comedy,Sci-Fi",106,Tim Burton,"producer,miscellaneous,director",1958,alive,6.4,231258,5.684153899857716,80000000,37771017,101371017
The Wild,14/4/06,"Adventure,Animation,Comedy",95,Steve 'Spaz' Williams,"visual_effects,producer,actor",1963,alive,5.2,26460,3.7642392427115827,80000000,37384046,99010667
Thirteen Days,22/12/00,"Drama,History,Thriller",145,Roger Donaldson,"director,producer,writer",1945,alive,7.3,59804,5.775621868132413,80000000,34566746,66554547
Daylight,6/12/96,"Action,Adventure,Drama",114,Rob Cohen,"producer,director,actor",1949,alive,5.9,74043,4.735396867347757,80000000,32908290,158908290
The Last Witch Hunter,21/10/15,"Action,Adventure,Fantasy",106,Breck Eisner,"director,producer,actor",1970,alive,5.9,105443,4.888859411811152,80000000,27367660,130818912
Pompeii,21/2/14,"Action,Adventure,Drama",105,Paul W.S. Anderson,"writer,director,producer",1965,alive,5.5,112765,4.575641014101702,80000000,23169033,108469033
Looney Tunes: Back in Action,14/11/03,"Adventure,Animation,Comedy",93,-,-,-,-,5.8,38423,4.3729673521656185,80000000,20950820,54540662
Nine,18/12/09,"Drama,Musical,Romance",118,Rob Marshall,"director,miscellaneous,producer",1960,alive,5.8,44289,4.433597984118089,80000000,19676965,56984219
Timeline,26/11/03,"Action,Adventure,Sci-Fi",116,Richard Donner,"director,producer,actor",1930,2021,5.6,63990,4.427789110635494,80000000,19480739,26703184
Babe: Pig in the City,25/11/98,"Adventure,Comedy,Drama",97,George Miller,"producer,writer,director",1945,alive,5.8,34160,4.322782878630798,80000000,18319860,69131860
The Postman,25/12/97,"Action,Adventure,Drama",177,Kevin Costner,"actor,producer,soundtrack",1955,alive,6.1,75159,4.907101678597845,80000000,17650704,20841123
Red Planet,10/11/00,"Action,Sci-Fi,Thriller",106,Antony Hoffman,"director,writer,producer",\N,alive,5.7,58509,4.471657135572582,80000000,17480890,33463969
The Invasion,17/8/07,"Sci-Fi,Thriller",99,Oliver Hirschbiegel,"director,actor,writer",1957,alive,5.9,79868,4.768270417420276,80000000,15074191,40147042
Amsterdam,6/10/22,"Comedy,Drama,History",134,David O. Russell,"producer,director,writer",1958,alive,6.1,62180,4.822020021990789,80000000,14947969,29400826
A Sound of Thunder,2/9/05,"Action,Adventure,Horror",110,Peter Hyams,"director,cinematographer,writer",1943,alive,4.2,19971,2.928052980473624,80000000,1900451,6300451
The Lion King,15/6/94,"Adventure,Animation,Drama",88,-,-,-,-,8.5,1066010,8.548206678442119,79300000,421785283,986193783
Journey 2: The Mysterious Island,2/2/12,"Action,Adventure,Comedy",94,Brad Peyton,"writer,producer,director",1978,alive,5.7,106393,4.722428100402162,79000000,103860290,318146162
Jack and Jill,11/11/11,Comedy,91,Dennis Dugan,"actor,director,producer",1946,alive,3.3,86122,2.6272090628742744,79000000,74158157,150519217
A Beautiful Mind,21/12/01,"Biography,Drama",135,Ron Howard,"producer,actor,writer",1954,alive,8.2,938498,8.164991702387683,78000000,170708996,317668058
Cloudy with a Chance of Meatballs 2,26/9/13,"Adventure,Animation,Comedy",95,-,-,-,-,6.3,105870,5.231118343,78000000,119793567,274392649
Red Dragon,4/10/02,"Crime,Drama,Thriller",124,Brett Ratner,"producer,director,music_department",1969,alive,7.2,277305,6.507344189381654,78000000,92955420,206455420
Hidalgo,5/3/04,"Action,Adventure,Biography",136,Joe Johnston,"director,visual_effects,producer",1950,alive,6.7,83245,5.453105228657579,78000000,67286731,108086731
The League of Extraordinary Gentlemen,11/7/03,"Action,Adventure,Fantasy",110,Stephen Norrington,"special_effects,make_up_department,visual_effects",1964,alive,5.8,178201,5.027688904864611,78000000,66465204,179265204
Exorcist: The Beginning,20/8/04,"Horror,Mystery,Thriller",114,Renny Harlin,"producer,director,writer",1959,alive,5.1,37521,3.8203712152647924,78000000,41814863,43957541
The Little Prince,29/7/15,"Adventure,Animation,Drama",108,Mark Osborne,"director,producer,writer",1970,alive,7.7,63266,6.131199466528486,77500000,1311213,102028919
The Equalizer 2,18/7/18,"Action,Crime,Thriller",121,Antoine Fuqua,"director,producer,actor",1965,alive,6.7,163896,5.787053390506544,77000000,102084362,190376181
Despicable Me 2,26/6/13,"Adventure,Animation,Comedy",98,-,-,-,-,7.3,404930,6.802898283683464,76000000,368065385,975216835
2 Fast 2 Furious,6/6/03,"Action,Crime,Thriller",107,John Singleton,"producer,writer,director",1968,2019,5.9,277710,5.3092381321169615,76000000,127120058,236410607
Children of Men,25/12/06,"Action,Drama,Sci-Fi",109,Alfonso Cuarón,"writer,producer,director",1961,alive,7.9,505051,7.501298769838536,76000000,35552383,69845011
The Adventures of Rocky & Bullwinkle,30/6/00,"Adventure,Animation,Comedy",92,Des McAnuff,"miscellaneous,director,producer",1952,alive,4.3,20586,3.010502904782837,76000000,26000610,35129610
The Secret Life of Pets,8/5/16,"Adventure,Animation,Comedy",87,Chris Renaud,"producer,actor,director",\N,alive,6.5,205402,5.718326357220311,75000000,368384330,885302500
Independence Day,2/7/96,"Action,Adventure,Sci-Fi",145,Roland Emmerich,"writer,producer,director",1955,alive,7,580008,6.702972482,75000000,306169255,817400878
Sing,24/11/16,"Animation,Comedy,Family",108,-,-,-,-,7.1,174292,6.172546048346588,75000000,270329045,631064182
Despicable Me 3,14/6/17,"Adventure,Animation,Comedy",89,-,-,-,-,6.2,139081,5.270454504613551,75000000,264624300,1032809657
The Lost World: Jurassic Park,22/5/97,"Action,Adventure,Sci-Fi",129,Steven Spielberg,"producer,writer,director",1946,alive,6.5,422716,6.0634858937346205,75000000,229086679,618638999
Ice Age: The Meltdown,31/3/06,"Adventure,Animation,Comedy",91,Carlos Saldanha,"director,producer,actor",1965,alive,6.8,282107,6.147090798874234,75000000,195330621,651899282
Madagascar,27/5/05,"Adventure,Animation,Comedy",86,-,-,-,-,6.9,410150,6.429415820225928,75000000,193595521,556559566
Grown Ups,25/6/10,Comedy,102,Dennis Dugan,"actor,director,producer",1946,alive,5.9,256187,5.274219949213487,75000000,162001186,272222420
Shark Tale,20/9/04,"Adventure,Animation,Comedy",90,-,-,-,-,6,186542,5.2257971538543835,75000000,161412000,371741123
X-Men,14/7/00,"Action,Adventure,Sci-Fi",104,Bryan Singer,"producer,director,actor",1965,alive,7.3,620743,7.032348216,75000000,157299717,296872367
Wanted,27/6/08,"Action,Crime,Thriller",110,Timur Bekmambetov,"producer,director,writer",1961,alive,6.7,393561,6.218882321022887,75000000,134508551,342416460
The Rock,7/6/96,"Action,Adventure,Thriller",136,Michael Bay,"producer,director,actor",1965,alive,7.4,342407,6.806581631590318,75000000,134069511,336069511
Ghostbusters: Afterlife,18/11/21,"Adventure,Comedy,Fantasy",124,Jason Reitman,"producer,director,writer",1977,alive,7.1,186026,6.206581609281386,75000000,129360575,203614138
50 First Dates,13/2/04,"Comedy,Drama,Romance",99,Peter Segal,"director,producer,writer",1962,alive,6.8,360578,6.2698779760624666,75000000,120776832,196320329
Hairspray,20/7/07,"Comedy,Drama,Musical",117,Adam Shankman,"producer,miscellaneous,director",1964,alive,6.7,132687,5.682922405784319,75000000,118871849,202822861
Now You See Me,31/5/13,"Crime,Mystery,Thriller",115,Louis Leterrier,"director,producer,actor",1973,alive,7.2,667391,6.97259325,75000000,117723989,342769200
